model_id,model_type,params,threshold,random_state,min_samples_split,criterion,max_features,max_depth,roc_auc_avg,roc_auc_std,accuracy_avg,accuracy_std,precision_avg,precision_std,recall_avg,recall_std
DT_paramset-15,DT,"{'random_state': 1, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 15}",0.7,1,10,gini,sqrt,15,0.716300605387,0.122551723559,0.742371195163,0.101526993554,0.754892953166,0.114409276053,0.690393518519,0.111294818233
DT_paramset-15,DT,"{'random_state': 1, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 15}",0.8,1,10,gini,sqrt,15,0.716300605387,0.122551723559,0.742371195163,0.101526993554,0.754892953166,0.114409276053,0.690393518519,0.111294818233
DT_paramset-15,DT,"{'random_state': 1, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'sqrt', 'max_depth': 15}",0.9,1,10,gini,sqrt,15,0.716300605387,0.122551723559,0.672195756567,0.0504091572021,0.72487189594,0.0950085337204,0.539351851852,0.0171476069329
DT_paramset-16,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.5,1,2,gini,log2,15,0.804241578878,0.0977152238172,0.807801947617,0.107038751199,0.814746581512,0.0906104006801,0.763062169312,0.18441636396
DT_paramset-16,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.6,1,2,gini,log2,15,0.804241578878,0.0977152238172,0.807801947617,0.107038751199,0.814746581512,0.0906104006801,0.763062169312,0.18441636396
DT_paramset-16,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.7,1,2,gini,log2,15,0.804241578878,0.0977152238172,0.820524593928,0.0890551066873,0.865690806369,0.0355883161185,0.741898148148,0.213785398644
DT_paramset-16,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.8,1,2,gini,log2,15,0.804241578878,0.0977152238172,0.67952323557,0.142043471595,0.877777777778,0.0874889763779,0.406911375661,0.375373004747
DT_paramset-16,DT,"{'random_state': 1, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.9,1,2,gini,log2,15,0.804241578878,0.0977152238172,0.621879125294,0.0611890385416,0.892929292929,0.0822596891778,0.245453042328,0.147331495464
DT_paramset-17,DT,"{'random_state': 1, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.5,1,5,gini,log2,15,0.8019025545,0.0767468782385,0.777688496049,0.091922753393,0.76167870657,0.101314098454,0.789517195767,0.162188011744
DT_paramset-17,DT,"{'random_state': 1, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.6,1,5,gini,log2,15,0.8019025545,0.0767468782385,0.785322083836,0.081236763413,0.786200237671,0.0879251793961,0.768435846561,0.181770914362
DT_paramset-17,DT,"{'random_state': 1, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.7,1,5,gini,log2,15,0.8019025545,0.0767468782385,0.762957010848,0.0667758382652,0.843646549529,0.0597124873927,0.622271825397,0.124873467547
DT_paramset-17,DT,"{'random_state': 1, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.8,1,5,gini,log2,15,0.8019025545,0.0767468782385,0.62195565249,0.0709145207477,0.869614512472,0.0951705839974,0.282076719577,0.221977146803
DT_paramset-17,DT,"{'random_state': 1, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.9,1,5,gini,log2,15,0.8019025545,0.0767468782385,0.564311542214,0.0127733667469,0.844444444444,0.122726233524,0.120618386243,0.027693748486
DT_paramset-18,DT,"{'random_state': 1, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'log2', 'max_depth': 15}",0.5,1,10,gini,log2,15,0.745836060874,0.100517095479,0.742562513153,0.0923924985158,0.772373033341,0.107971037816,0.664599867725,0.105079993339
