model_id,model_type,params,threshold,C,random_state,penalty,roc_auc_avg,roc_auc_std,accuracy_avg,accuracy_std,precision_avg,precision_std,recall_avg,recall_std
LR_paramset-12,LR,"{'C': 1, 'random_state': 1, 'penalty': 'l2'}",0.7,1,1,l2,0.917269262778,0.0137096284775,0.823834395148,0.0353220161553,0.848629420381,0.0239283295769,0.769923941799,0.0594342957517
LR_paramset-12,LR,"{'C': 1, 'random_state': 1, 'penalty': 'l2'}",0.8,1,1,l2,0.917269262778,0.0137096284775,0.785934301402,0.0135064538797,0.863137254902,0.00273574503745,0.65980489418,0.0357167734412
LR_paramset-12,LR,"{'C': 1, 'random_state': 1, 'penalty': 'l2'}",0.9,1,1,l2,0.917269262778,0.0137096284775,0.710287168302,0.0135177498817,0.913888888889,0.0386899674366,0.439814814815,0.0131710725425
LR_paramset-13,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l1'}",0.5,10,1,l1,0.88471828949,0.0261633194052,0.788631885056,0.0686430443941,0.79196176277,0.0481316153677,0.75462962963,0.13938952979
LR_paramset-13,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l1'}",0.6,10,1,l1,0.88471828949,0.0261633194052,0.781074824466,0.0741619799712,0.79448479957,0.0538686892237,0.728505291005,0.153705067927
LR_paramset-13,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l1'}",0.7,10,1,l1,0.88471828949,0.0261633194052,0.773594291071,0.0898804137103,0.789608434036,0.064350099349,0.707671957672,0.182656277164
LR_paramset-13,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l1'}",0.8,10,1,l1,0.88471828949,0.0261633194052,0.771126289005,0.0933815679625,0.793806270239,0.062771714577,0.692046957672,0.194679067351
LR_paramset-13,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l1'}",0.9,10,1,l1,0.88471828949,0.0261633194052,0.761101226348,0.0783658616629,0.812075791855,0.0265964937494,0.650380291005,0.198676694136
LR_paramset-14,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l2'}",0.5,10,1,l2,0.908015923761,0.0179726514108,0.846390786126,0.0252931354686,0.834798534799,0.0212601523599,0.848296957672,0.0363698362941
LR_paramset-14,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l2'}",0.6,10,1,l2,0.908015923761,0.0179726514108,0.841416518395,0.0314238618609,0.840133425538,0.0279599247282,0.827463624339,0.0453294196295
LR_paramset-14,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l2'}",0.7,10,1,l2,0.908015923761,0.0179726514108,0.821366393082,0.0401634471242,0.836074270557,0.0263228355014,0.780588624339,0.0757379818785
LR_paramset-14,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l2'}",0.8,10,1,l2,0.908015923761,0.0179726514108,0.798771738507,0.0425935980055,0.83497137482,0.0222399724525,0.723131613757,0.0857002411752
LR_paramset-14,LR,"{'C': 10, 'random_state': 1, 'penalty': 'l2'}",0.9,10,1,l2,0.908015923761,0.0179726514108,0.743289521514,0.0303843928628,0.863003663004,0.0166737094165,0.555555555556,0.0795964818496
