model_id,model_type,params,threshold,subsample,learning_rate,random_state,max_depth,n_estimators,roc_auc_avg,roc_auc_std,accuracy_avg,accuracy_std,precision_avg,precision_std,recall_avg,recall_std
GB_paramset-18,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 10}",0.9,1.0,0.001,1,3,10,0.881634160307,0.0456214367261,0.518892651476,0.000135282247831,0.0,0.0,0.0,0.0
GB_paramset-19,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.5,0.1,0.001,1,3,100,0.948966029649,0.0147333363102,0.874112762823,0.0407077119373,0.889370410497,0.0535679939466,0.847883597884,0.0856152645705
GB_paramset-19,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.6,0.1,0.001,1,3,100,0.948966029649,0.0147333363102,0.518892651476,0.000135282247831,0.0,0.0,0.0,0.0
GB_paramset-19,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.7,0.1,0.001,1,3,100,0.948966029649,0.0147333363102,0.518892651476,0.000135282247831,0.0,0.0,0.0,0.0
GB_paramset-19,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.8,0.1,0.001,1,3,100,0.948966029649,0.0147333363102,0.518892651476,0.000135282247831,0.0,0.0,0.0,0.0
GB_paramset-19,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.9,0.1,0.001,1,3,100,0.948966029649,0.0147333363102,0.518892651476,0.000135282247831,0.0,0.0,0.0,0.0
GB_paramset-20,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.5,0.5,0.001,1,3,100,0.930252566002,0.0252805041909,0.85406263751,0.0224378240676,0.867486338798,0.0230125373653,0.822172619048,0.0255372058061
GB_paramset-20,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.6,0.5,0.001,1,3,100,0.930252566002,0.0252805041909,0.518892651476,0.000135282247831,0.0,0.0,0.0,0.0
GB_paramset-20,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.7,0.5,0.001,1,3,100,0.930252566002,0.0252805041909,0.518892651476,0.000135282247831,0.0,0.0,0.0,0.0
GB_paramset-20,GB,"{'subsample': 0.5, 'learning_rate': 0.001, 'random_state': 1, 'max_depth': 3, 'n_estimators': 100}",0.8,0.5,0.001,1,3,100,0.930252566002,0.0252805041909,0.518892651476,0.000135282247831,0.0,0.0,0.0,0.0
