model_id,model_type,params,split,threshold,roc_auc,accuracy,precision,recall
GB_paramset-6,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 10, 'max_depth': 1}",3,0.5,0.888538748833,0.519083969466,0.0,0.0
GB_paramset-6,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 10, 'max_depth': 1}",3,0.6,0.888538748833,0.519083969466,0.0,0.0
GB_paramset-6,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 10, 'max_depth': 1}",3,0.7,0.888538748833,0.519083969466,0.0,0.0
GB_paramset-6,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 10, 'max_depth': 1}",3,0.8,0.888538748833,0.519083969466,0.0,0.0
GB_paramset-6,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 10, 'max_depth': 1}",3,0.9,0.888538748833,0.519083969466,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.5,0.951086956522,0.932330827068,0.887323943662,0.984375
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.6,0.951086956522,0.518796992481,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.7,0.951086956522,0.518796992481,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.8,0.951086956522,0.518796992481,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",1,0.9,0.951086956522,0.518796992481,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.5,0.937047101449,0.796992481203,0.836363636364,0.71875
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.6,0.937047101449,0.518796992481,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.7,0.937047101449,0.518796992481,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.8,0.937047101449,0.518796992481,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",2,0.9,0.937047101449,0.518796992481,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.5,0.963001867414,0.847328244275,0.977777777778,0.698412698413
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.6,0.963001867414,0.519083969466,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.7,0.963001867414,0.519083969466,0.0,0.0
GB_paramset-7,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.8,0.963001867414,0.519083969466,0.0,0.0
